ID	Value
HED10798	[[कार्यक्रम\N_NN का\PSP]]_NP [[शुभारंभ\N_NN]]_NP [[विधिवत\RB दीप\N_NN]]_NP [[प्रज्ज्वलित\N_NN]]_NP [[कर\V_VM किया\V_VAUX गया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10799	[[कार्यक्रम\N_NN में\PSP]]_NP [[गायक\N_NN]]_NP [[बिजेंद्र\N_NNP चौहान\N_NNP ,\RD_PUNC मुकेश\N_NNP गुप्ता\N_NNP ,\RD_PUNC हरि\N_NNP शर्मा\N_NNP ,\RD_PUNC अनिल\N_NNP वढ़ेरा\N_NNP ,\RD_PUNC वंदना\N_NN भारद्वाज\N_NNP ,\RD_PUNC निकिता\N_NNP ,\RD_PUNC विकी\N_NNP सलारिया\N_NNP ,\RD_PUNC प्रकाश\N_NNP गुप्ता\N_NNP एवं\CC_CCD ऐश्वर्या\N_NNP मिश्रा\N_NNP ने\PSP]]_NP [[अपने\PR_PRF गायन\N_NN से\PSP]]_NP [[श्रोताओं\N_NN को\PSP]]_NP [[मंत्रमुग्ध\JJ]]_JJP [[कर\V_VM दिया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10800	[[कार्यक्रम\N_NN का\PSP]]_NP [[प्रारंभ\N_NN]]_NP [[शास्त्रीय\JJ गायक\N_NN]]_NP [[पंडित\N_NNP अजीत\N_NNP कुमार\N_NNP मिश्रा\N_NNP की\PSP]]_NP [[नारायण\N_NNP वंदना\N_NNP से\PSP]]_NP [[हुआ\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10801	[[श्रीमती\N_NNP हिमालय\N_NNP ने\PSP]]_NP [[मुकेश\N_NNP ,\RD_PUNC मोहम्मद\N_NNP रफी\N_NNP ,\RD_PUNC लता\N_NNP मंगेशकर\N_NNP ,\RD_PUNC किशोर\N_NN कुमार\N_NNP व\CC_CCD अन्य\DM_DMI मशहूर\JJ गायकों\N_NN के\PSP]]_NP [[गाए\V_VM]]_VGF [[पुराने\JJ गीतों\N_NN के\PSP]]_NP [[फिल्मांकन\N_NN को\PSP]]_NP [[प्रस्तुत\N_NN]]_NP [[करते\V_VM हुए\V_VAUX]]_VGNF [[मंच\N_NN का\PSP]]_NP [[संचालन\N_NN]]_NP [[किया\V_VM ,\RD_PUNC]]_VGF [[जिसमें\DM_DMR]]_NP [[उनके\PR_PRP सहयोगी\JJ मंच\N_NN संचालक\N_NN]]_NP [[विनोद\N_NNP बजाज\N_NNP ने\PSP]]_NP [[चुटकलों\N_NN से\PSP]]_NP [[श्रोताओं\N_NN का\PSP]]_NP [[भरपूर\JJ मनोरंजन\N_NN]]_NP [[किया\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10802	[[सुर\N_NNP अराधना\N_NNP इवेंट्स\N_NNP के\PSP]]_NP [[आरएस\N_NNP शर्मा\N_NNP व\CC_CCD विशाल\N_NNP शर्मा\N_NNP का\PSP]]_NP [[कार्यक्रम\N_NN]]_NP [[प्रबंधन\N_NN में\PSP]]_NP [[अतुलनीय\JJ योगदान\N_NN]]_NP [[रहा\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10803	[[रागांजलि\N_NNP की\PSP]]_NP [[स्थापना\N_NN]]_NP [[पंडित\N_NNP अजीत\N_NNP कुमार\N_NNP मिश्रा\N_NNP ने\PSP]]_NP [[संगीत\N_NN की\PSP]]_NP [[विधाओं\N_NN को\PSP]]_NP [[संजोते\V_VM हुए\V_VAUX]]_VGF [[नए\JJ कलाकारों\N_NN को\PSP]]_NP [[मंच\N_NN]]_NP [[प्रदान\N_NN]]_NP [[करने\V_VM के\PSP]]_VGINF [[उद्देश्य\N_NN से\PSP]]_NP [[2007\QT_QTC में\PSP]]_NP [[किया\V_VM था\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10804	[[कव्वाली\N_NNP के\PSP]]_NP [[पिता\N_NN]]_NP [[कहे\V_VM जाने\V_VAUX वाले\V_VAUX]]_VGF [[प्रसिद्ध\JJ कवि\N_NNP अमीर\N_NNP खुसरो\N_NNP की\PSP]]_NP [[याद\N_NN में\PSP]]_NP [[आयोजित\JJ सूफी\JJ संगीत\N_NN कार्यक्रम\N_NN `\RD_PUNC जश्न\N_NNP -\RD_PUNC ए\N_NNP -\RD_PUNC खुसरो\N_NNP `\RD_PUNC का\PSP]]_NP [[दिल्ली\N_NNP वासी\N_NN]]_NP [[आनंद\N_NNP]]_NP [[ले\V_VM रहे\V_VAUX हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10805	[[दस\QT_QTC दिवसीय\JJ]]_NP [[इस\DM_DMD आयोजन\N_NN में\PSP]]_NP [[सूफी\JJ कव्वाल\N_NN]]_NP [[व\CC_CCD]]_CCP [[शास्त्रीय\JJ संगीत\N_NN की\PSP]]_NP [[एक\QT_QTC से\PSP]]_NP [[बढ़कर\V_VM]]_VGF [[एक\QT_QTC प्रस्तुति\N_NN का\PSP]]_NP [[दर्शक\N_NN]]_NP [[लुत्फ\N_NN]]_NP [[उठा\V_VM रहे\V_VAUX हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10806	[[आगा\N_NNP खां\N_NNP ट्रस्ट\N_NNP द्वारा\PSP]]_NP [[आयोजित\JJ]]_NP [[इस\DM_DMD उत्सव\N_NN का\PSP]]_NP [[आयोजन\N_NN]]_NP [[दिल्ली\N_NNP के\PSP]]_NP [[हजरत\N_NNP निजामुद्दीन\N_NNP बस्ती\N_NN में\PSP]]_NP [[चल\V_VM रहा\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10807	[[इस\DM_DMD मौके\N_NN पर\PSP]]_NP [[दिल्ली\N_NNP घराने\N_NN के\PSP]]_NP [[उस्ताद\N_NNP नसिरुद्दीन\N_NNP सामी\N_NNP ने\PSP]]_NP [[प्रस्तुति\N_NN से\PSP]]_NP [[लोगों\N_NN को\PSP]]_NP [[मंत्रमुग्ध\JJ]]_JJP [[कर\V_VM दिया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10808	[[इसके\DM_DMD अलावा\PSP]]_NP [[रेहाना\N_NNP व\CC_CCD परवीन\N_NNP मिर्जा\N_NNP ,\RD_PUNC सायरा\N_NNP बेगम\N_NNP व\CC_CCD गुलशन\N_NNP की\PSP]]_NP [[लोक\JJ धुनों\N_NN से\PSP]]_NP [[दर्शकों\N_NN ने\PSP]]_NP [[खूब\JJ मनोरंजन\N_NN]]_NP [[किया\V_VM]]_VGF [[वहीं\DM_DMD]]_CCP [[विदुषी\N_NNP कंकना\N_NNP बनर्जी\N_NNP की\PSP]]_NP [[भैरवी\N_NNP ,\RD_PUNC जोग\N_NNP ,\RD_PUNC दरबारी\JJ रागों\N_NN की\PSP]]_NP [[प्रभावी\JJ प्रस्तुति\N_NN ने\PSP भी\RP_RPD]]_NP [[लोगों\N_NN के\PSP]]_NP [[दिलों\N_NN को\PSP]]_NP [[जीत\V_VM लिया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10809	[[कृष्ण\N_NNP -\RD_PUNC भक्ति\N_NN के\PSP]]_NP [[रस\N_NN में\PSP]]_NP [[डूबी\V_VM हुई\V_VAUX]]_VGF [[संगीतमयी\JJ नाटक\N_NN की\PSP]]_NP [[ऐसी\DM_DMD प्रस्तुति\N_NN]]_NP [[जिसे\DM_DMR देख\V_VM दर्शक\N_NN]]_NP [[एक\QT_QTC अदृश्य\N_NN आनंद\N_NN की\PSP]]_NP [[अनुभूति\N_NN में\PSP]]_NP [[खो\V_VM गए\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10810	[[राजधानी\N_NN के\PSP]]_NP [[फिक्की\N_NNP सभागार\N_NNP में\PSP]]_NP [[बुधवार\N_NN को\PSP]]_NP [[आयोजित\JJ महाकवि\N_NN]]_NP [[सूरदास\N_NNP के\PSP]]_NP [[जीवन\N_NN पर\PSP]]_NP [[आधारित\JJ नाटक\N_NN के\PSP]]_NP [[मंचन\N_NN ने\PSP]]_NP [[सभी\DM_DMI दर्शकों\N_NN को\PSP]]_NP [[भावविभोर\JJ]]_JJP [[कर\V_VM दिया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10811	[[हिन्दी\N_NNP अकादमी\N_NNP द्वारा\PSP]]_NP [[आयोजित\JJ `\RD_PUNC सुन\N_NNP भाई\N_NNP साधो\N_NNP `\RD_PUNC नामक\JJ]]_NP [[चार\QT_QTC दिवसीय\JJ संगीत\N_NN -\RD_PUNC नाटकीय\JJ आयोजन\N_NN के\PSP]]_NP [[दूसरे\JJ दिन\N_NN दर्शकों\N_NN ने\PSP]]_NP [[सूरदास\N_NNP के\PSP]]_NP [[पदों\N_NN व\CC_CCD जीवन\N_NN दृश्य\N_NN के\PSP]]_NP [[माध्यम\N_NN से\PSP]]_NP [[कृष्ण\N_NNP -\RD_PUNC भक्ति\N_NN का\PSP]]_NP [[पूरा\JJ आनंद\N_NN]]_NP [[उठाया\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10812	[[अंखिया\N_NNP हरिदर्शन\N_NNP को\PSP]]_NP [[प्यासी\N_NNP जैसे\DM_DMR मनमोहक\JJ सुरों\N_NN से\PSP]]_NP [[सजे\JJ पदों\N_NN ने\PSP]]_NP [[कार्यक्रम\N_NN को\PSP]]_NP [[भक्ति\N_NN के\PSP]]_NP [[रंग\N_NN से\PSP]]_NP [[सराबोर\JJ]]_NP [[कर\V_VM दिया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10813	[[थिएटर\N_NN कलाकार\N_NN]]_NP [[शेखर\N_NNP सेन\N_NNP ने\PSP]]_NP [[नाटक\N_NN में\PSP]]_NP [[प्रभावी\JJ तरीके\N_NN से\PSP]]_NP [[समकालीन\JJ दृश्यों\N_NN को\PSP]]_NP [[प्रस्तुत\N_NN]]_NP [[करते\V_VM हुए\V_VAUX]]_VGNF [[प्रतिभा\N_NN का\PSP]]_NP [[परिचय\N_NN]]_NP [[दिया\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10814	[[नाटक\N_NN में\PSP]]_NP [[सूरदास\N_NNP के\PSP]]_NP [[जीवन\N_NN के\PSP]]_NP [[बाल्यकाल\N_NN से\PSP]]_NP [[लेकर\V_VM]]_VGF [[किशोर\N_NN ,\RD_PUNC युवा\N_NN व\CC_CCD वृद्धावस्था\N_NN के\PSP]]_NP [[जीवन\N_NN को\PSP]]_NP [[दर्शकों\N_NN के\PSP सामने\N_NST]]_NP [[प्रस्तुत\N_NN]]_NP [[किया\V_VM गया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10815	[[सूरदास\N_NNP का\PSP]]_NP [[महाप्रभु\N_NN]]_NP [[वल्लभाचार्य\N_NNP से\PSP]]_NP [[दीक्षा\N_NN ,\RD_PUNC]]_NP [[स्वामी\N_NNP हरिदास\N_NNP ,\RD_PUNC बादशाह\N_NNP अकबर\N_NNP के\PSP]]_NP [[दरबारी\JJ कवि\N_NNP तानसेन\N_NNP ,\RD_PUNC कृष्ण\N_NNP भक्त\N_NN मीरा\N_NNP व\CC_CCD गोस्वामी\N_NNP तुलसीदास\N_NNP जैसी\PSP]]_NP [[समकालीन\JJ कवि\N_NN विभुतियों\N_NN से\PSP]]_NP [[मुलाकात\N_NN]]_NP [[व\CC_CCD]]_CCP [[उससे\PR_PRP जुड़े\JJ प्रसंगों\N_NN को\PSP भी\RP_RPD]]_NP [[मोहक\JJ अंदाज\N_NN में\PSP]]_NP [[दर्शकों\N_NN ने\PSP]]_NP [[देखा\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10816	[[कार्यक्रम\N_NN के\PSP तहत\PSP]]_NP [[बृहस्पतिवार\N_NN को\PSP]]_NP [[कबीरदास\N_NN के\PSP]]_NP [[जीवन\N_NN पर\PSP]]_NP [[आधारित\JJ संगीतमय\JJ नाटक\N_NN की\PSP]]_NP [[प्रस्तुति\N_NN]]_NP [[होगी\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10817	[[दर्द\N_NN]]_NP [[सबको\QT_QTF]]_JJP [[होता\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10818	[[बीमार\JJ सब\DM_DMI]]_NP [[पड़ते\V_VM हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10819	[[फिर\RB भला\RP_RPD]]_CCP [[वह\DM_DMD]]_NP [[आम\JJ इंसान\N_NN]]_NP [[हो\V_VM]]_VGF [[या\CC_CCD]]_CCP [[खास\JJ]]_JJP [[।\RD_PUNC]]_BLK 
HED10820	[[हाल\JJ के\PSP]]_NP [[बरसों\N_NN में\PSP]]_NP [[टीम\N_NN इंडिया\N_NN के\PSP]]_NP [[खिलाड़ियों\N_NN की\PSP तरह\PSP]]_NP [[हिंदी\N_NNP फिल्मजगत\N_NN के\PSP `\RD_PUNC]]_NP [[मर्द\N_NNP `\RD_PUNC ,\RD_PUNC `\RD_PUNC दबंग\N_NNP `\RD_PUNC ,\RD_PUNC `\RD_PUNC]]_NP [[किंग\N_NNP खान\N_NNP `\RD_PUNC और\CC_CCD `\RD_PUNC ग्रीकगॉड\N_NNP `\RD_PUNC व\CC_CCD `\RD_PUNC खिलाड़ी\N_NNP `\RD_PUNC की\PSP]]_NP [[उपमाओं\N_NN से\PSP]]_NP [[नवाजे\V_VM जा\V_VAUX चुके\V_VAUX]]_VGF [[सुपरस्टार\N_NN भी\RP_RPD]]_NP [[चोट\N_NN और\CC_CCD बीमारी\N_NN की\PSP]]_NP [[जद\N_NN में\PSP]]_NP [[रहे\V_VM हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10821	[[ताजातरीन\JJ उदाहरण\N_NN अभिनेता\N_NN]]_NP [[रितिक\N_NNP रोशन\N_NNP का\PSP]]_NP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10822	[[हाल\RB ही\RB में\PSP]]_NP [[फिल्म\N_NN `\RD_PUNC]]_NP [[बैंग\N_NNP बैंग\N_NNP `\RD_PUNC की\PSP]]_NP [[शूटिंग\N_NN के\PSP दौरान\N_NST]]_NP [[उन्हें\PR_PRP]]_NP [[सिर\N_NN में\PSP]]_NP [[चोट\N_NN]]_NP [[लगी\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10823	[[उससे\DM_DMD]]_NP [[उन्हें\PR_PRP]]_NP [[मस्तिष्क\N_NN की\PSP]]_NP [[नसों\N_NN में\PSP]]_NP [[खून\N_NN]]_NP [[रिसने\V_VM की\PSP]]_VGINF [[बीमारी\N_NN]]_NP [[सबडूरल\JJ हेमटोमा\N_NN]]_NP [[हुई\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10824	[[नतीजतन\RB]]_CCP [[उन्हें\PR_PRP]]_NP [[आनन\RB -\RD_PUNC फानन\RB में\PSP]]_NP [[अस्पताल\N_NN में\PSP]]_NP [[भर्ती\N_NN]]_NP [[कराया\V_VM गया\V_VAUX ,\RD_PUNC]]_VGF [[जहां\DM_DMD]]_NP [[उनकी\PR_PRP सफल\JJ ब्रेन\N_NN सर्जरी\N_NN]]_NP [[हुई\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10825	[[डॉक्टरों\N_NN के\PSP मुताबिक\PSP ,\RD_PUNC]]_NP [[वह\N_NN चार\QT_QTC हफ्तों\N_NN के\PSP भीतर\N_NST]]_NP [[काम\N_NN पर\PSP]]_NP [[लौट\V_VM सकते\V_VAUX हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10826	[[बीते\JJ साल\N_NN]]_NP [[रितिक\N_NNP जब\CC_CCS `\RD_PUNC अग्निपथ\N_NNP `\RD_PUNC की\PSP]]_NP [[शूटिंग\N_NN]]_NP [[कर\V_VM रहे\V_VAUX थे\V_VAUX ,\RD_PUNC]]_VGF [[तभी\CC_CCS]]_CCP [[उन्हें\PR_PRP]]_NP [[कमर\N_NN में\PSP]]_NP [[दिक्कत\N_NN शुरू\N_NN]]_NP [[हुई\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10827	[[डॉक्टरी\JJ इलाज\N_NN और\CC_CCD शूटिंग\N_NN से\PSP]]_NP [[कुछ\QT_QTF दिनों\N_NN की\PSP]]_NP [[छुट्टी\N_NN के\PSP बाद\N_NST ही\RP_RPD]]_NP [[यह\DM_DMD दिक्कत\N_NN]]_NP [[दूर\JJ]]_JJP [[हुई\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10828	[[रितिक\N_NNP ने\PSP]]_NP [[उस\DM_DMD दौरान\N_NST]]_NP [[दिए\V_VM]]_VGF [[इंटरव्यू\N_NN में\PSP]]_NP [[कमर\N_NN दर्द\N_NN की\PSP]]_NP [[खबर\N_NN की\PSP]]_NP [[पुष्टि\JJ]]_NP [[की\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10829	[[नतीजतन\RB]]_CCP [[उन्हें\PR_PRP]]_NP [[कंधे\N_NN की\PSP]]_NP [[सर्जरी\N_NN]]_NP [[करवानी\V_VM पड़ी\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10830	[[साल\N_NN में\PSP]]_NP [[300\QT_QTC दिन\N_NN]]_NP [[काम\N_NN]]_NP [[करने\V_VM वाले\V_VAUX]]_VGNF [[शाहरुख\N_NNP की\PSP]]_NP [[चोट\N_NN के\PSP कारण\PSP]]_NP [[की\V_VM जाने\V_VAUX वाली\V_VAUX]]_VGF [[यह\DM_DMD]]_NP [[आठवीं\QT_QTO सर्जरी\N_NN]]_NP [[थी\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10831	[[एक\QT_QTC वेबसाइट\N_NN की\PSP]]_NP [[मानें\V_VM ,\RD_PUNC]]_VGF [[तो\CC_CCS]]_CCP [[शाहरुख\N_NNP खान\N_NNP को\PSP]]_NP [[लगी\V_VM]]_VGF [[चोटों\N_NN में\PSP]]_NP [[तीन\QT_QTC टूटी\JJ पसलियां\N_NN ,\RD_PUNC]]_NP [[बुरी\RB तरह\RB]]_CCP [[मुड़ा\JJ टखना\N_NN ,\RD_PUNC]]_NP [[टूटा\V_VM हुआ\V_VAUX]]_VGF [[दाहिना\JJ पैर\N_NN का\PSP]]_NP [[अंगूठा\N_NN ,\RD_PUNC]]_NP [[बाएं\JJ कंधे\N_NN में\PSP]]_NP [[चोट\N_NN ,\RD_PUNC]]_NP [[गर्दन\N_NN में\PSP]]_NP [[चोट\N_NN ,\RD_PUNC]]_NP [[एकबार\N_NN]]_NP [[दरक\V_VM चुकी\V_VAUX]]_VGF [[रीढ़\N_NN]]_NP [[और\CC_CCD]]_CCP [[घायल\JJ बायां\JJ घुटना\N_NN]]_NP [[शामिल\N_NN हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10832	[[`\RD_PUNC]]_BLK [[दबंग\N_NNP `\RD_PUNC सलमान\N_NNP खान\N_NNP तो\RP_RPD]]_NP [[अजीबोगरीब\JJ बीमारी\N_NN]]_NP [[ट्राइजेमिनल\N_NNP न्यूरॉल्जिया\N_NNP से\PSP]]_NP [[ग्रस्त\JJ]]_JJP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10833	[[उसके\DM_DMD चलते\PSP]]_NP [[उनके\PR_PRP चेहरे\N_NN की\PSP]]_NP [[नसों\N_NN में\PSP]]_NP [[दर्द\N_NN]]_NP [[होता\V_VM रहता\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10834	[[साल\N_NN]]_NP [[2011\QT_QTC में\PSP]]_NP [[उन्होंने\PR_PRP अमेरिका\N_NNP में\PSP]]_NP [[ऑपरेशन\N_NN]]_NP [[कराया\V_VM था\V_VAUX]]_VGF [[और\CC_CCD]]_CCP [[ठीक\JJ]]_JJP [[हो\V_VM गए\V_VAUX थे\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10835	[[उसके\DM_DMD बाद\N_NST]]_NP [[बीते\JJ साल\N_NN `\RD_PUNC]]_NP [[एक\N_NNP था\N_NNP टाइगर\N_NNP `\RD_PUNC की\PSP]]_NP [[शूटिंग\N_NN के\PSP दौरान\N_NST]]_NP [[दोबारा\QT_QTO उनकी\PR_PRP]]_NP [[वह\DM_DMD प्रॉब्लम\N_NN]]_NP [[शुरू\N_NN]]_NP [[हुई\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10836	[[डॉक्टरों\N_NN ने\PSP तो\RP_RPD]]_NP [[यहां\N_NST तक\PSP]]_NP [[कह\V_VM दिया\V_VAUX]]_VGF [[कि\CC_CCS]]_CCP [[वह\PR_PRP]]_NP [[स्टंट\N_NN]]_NP [[न\RP_NEG करें\V_VM ,\RD_PUNC]]_VGF [[पर\CC_CCD]]_CCP [[सलमान\N_NNP के\PSP मुताबिक\PSP ,\RD_PUNC]]_NP [[डॉक्टरों\N_NN की\PSP]]_NP [[सुनता\V_VM कौन\DM_DMQ है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10837	[[मुझे\PR_PRP]]_NP [[अपने\PR_PRF प्रशंसकों\N_NN की\PSP]]_NP [[ज्यादा\QT_QTF चिंता\N_NN]]_NP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10838	[[वे\PR_PRP]]_NP [[मुझे\PR_PRP जिस\DM_DMR रूप\PSP में\PSP]]_NP [[पर्दे\N_NN पर\PSP]]_NP [[देखना\V_VM चाहते\V_VAUX हैं\V_VAUX ,\RD_PUNC]]_VGF [[उससे\DM_DMD]]_NP [[उन्हें\PR_PRP]]_NP [[महरूम\JJ कैसे\PR_PRQ]]_NP [[रख\V_VM सकता\V_VAUX हूं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10839	[[सलमान\N_NNP]]_NP [[अपनी\PR_PRF बातों\N_NN पर\PSP]]_NP [[कायम\JJ]]_NP [[रहे\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10840	[[`\RD_PUNC]]_BLK [[दबंग\N_NN 2\QT_QTC `\RD_PUNC में\PSP भी\RP_RPD]]_NP [[धूम\N_NN -\RD_PUNC धड़ाके\N_NN से\PSP]]_NP [[भरपूर\JJ]]_NP [[उनके\PR_PRP स्टंट\N_NN देखने\N_NN को\PSP]]_NP [[खूब\QT_QTF]]_JJP [[मिले\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10841	[[इस\DM_DMD साल\N_NN]]_NP [[जनवरी\N_NN में\PSP]]_NP [[वह\PR_PRP]]_NP [[छोटे\JJ भाई\N_NN सोहेल\N_NNP खान\N_NNP की\PSP `\RD_PUNC]]_NP [[मेंटल\JJ `\RD_PUNC शुरू\N_NN]]_NP [[करने\V_VM वाले\V_VAUX थे\V_VAUX ,\RD_PUNC]]_VGF [[तभी\DM_DMD]]_NP [[उनकी\PR_PRP बीमारी\N_NN ने\PSP]]_NP [[फिर\RB धावा\N_NN]]_NP [[बोला\V_VM]]_VGF [[और\CC_CCD]]_CCP [[उन्हें\PR_PRP]]_NP [[चेकअप\N_NN]]_NP [[कराने\V_VM]]_VGF [[अमेरिका\N_NNP]]_NP [[जाना\V_VM पड़ा\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10842	[[नतीजतन\RB फिल्म\N_NN]]_NP [[सलमान\N_NNP के\PSP]]_NP [[ईद\N_NN के\PSP]]_NP [[लकी\JJ स्लॉट\N_NN पर\PSP]]_NP [[रिलीज\N_NN]]_NP [[नहीं\RP_NEG हो\V_VM पाएगी\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10843	[[उसका\DM_DMD फायदा\N_NN]]_NP [[शाहरुख\N_NNP की\PSP `\RD_PUNC]]_NP [[चेन्नई\N_NNP एक्सप्रेस\N_NNP `\RD_PUNC को\PSP]]_NP [[मिलने\V_VM की\PSP]]_VGINF [[उम्मीद\N_NN]]_NP [[है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10844	[[इंडस्ट्री\N_NN के\PSP `\RD_PUNC]]_NP [[मर्द\N_NNP `\RD_PUNC महानायक\JJ अमिताभ\N_NNP बच्चन\N_NNP को\PSP भी\RP_RPD]]_NP [[पेट\N_NN दर्द\N_NN के\PSP चलते\PSP]]_NP [[फिल्मों\N_NN व\CC_CCD टीवी\N_NN के\PSP]]_NP [[काम\N_NN से\PSP]]_NP [[लम्बा\JJ ब्रेक\N_NN]]_NP [[लेना\V_VM पड़ा\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10845	[[बीते\JJ साल\N_NN के\PSP]]_NP [[आखिरी\JJ]]_NP [[और\CC_CCD]]_CCP [[इस\DM_DMD साल\N_NN के\PSP]]_NP [[शुरुआती\JJ महीनों\N_NN में\PSP]]_NP [[उनका\PR_PRP इलाज\N_NN]]_NP [[हुआ\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10846	[[वह\PR_PRP]]_NP [[फिट\JJ]]_JJP [[हुए\V_VM]]_VGF [[और\CC_CCD]]_CCP [[पहले\N_NST]]_NP [[`\RD_PUNC]]_BLK [[कौन\N_NNP बनेगा\N_NNP करोड़पति\N_NNP `\RD_PUNC का\PSP]]_NP [[सीजन\N_NN]]_NP [[छह\QT_QTC और\CC_CCD उसके\DM_DMD बाद\N_NST]]_NP [[प्रकाश\N_NNP झा\N_NNP की\PSP]]_NP [[फिल्म\N_NN `\RD_PUNC सत्याग्रह\N_NNP `\RD_PUNC की\PSP]]_NP [[शूटिंग\N_NN]]_NP [[की\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10847	[[बीते\JJ साल\N_NN]]_NP [[21\QT_QTC सितंबर\N_NNP को\PSP]]_NP [[रामू\N_NNP की\PSP `\RD_PUNC]]_NP [[डिपार्टमेंट\N_NNP `\RD_PUNC की\PSP]]_NP [[शूटिंग\N_NN के\PSP दौरान\N_NST भी\RP_RPD]]_NP [[बिग\N_NNP बी\N_NNP पसलियों\N_NN में\PSP]]_NP [[हल्की\JJ चोट\N_NN]]_NP [[खा\V_VM बैठे\V_VAUX थे\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10848	[[उस\DM_DMD हादसे\N_NN से\PSP]]_NP [[एक\QT_QTC हफ्ता\N_NN पहले\N_NST]]_NP [[जयपुर\N_NNP में\PSP]]_NP [[रोहित\N_NNP शेंट्टी\N_NNP की\PSP]]_NP [[फिल्म\N_NN `\RD_PUNC]]_NP [[बोल\N_NNP बच्चन\N_NNP `\RD_PUNC की\PSP]]_NP [[शूटिंग\N_NN के\PSP दौरान\N_NST]]_NP [[अभिषेक\N_NNP बच्चन\N_NNP भी\RP_RPD]]_NP [[माथे\N_NN पर\PSP]]_NP [[चोट\N_NN]]_NP [[खाकर\V_VM]]_VGF [[छह\QT_QTC टांके\N_NN]]_NP [[लगवा\V_VM कर\V_VAUX]]_VGF [[मुंबई\N_NNP]]_NP [[लौट\V_VM आए\V_VAUX थे\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10849	[[उधर\N_NST ,\RD_PUNC]]_NP [[सुपरस्टार\JJ रजनीकांत\N_NNP के\PSP]]_NP [[बीमार\JJ]]_JJP [[होने\V_VM]]_VGF [[और\CC_CCD फिर\RB]]_CCP [[इलाज\N_NN के\PSP लिए\PSP]]_NP [[विदेश\N_NN]]_NP [[जाने\V_VM की\PSP]]_VGINF [[खबरें\N_NN भी\RP_RPD]]_NP [[मीडिया\N_NN में\PSP]]_NP [[खूब\RB छाई\N_NN]]_NP [[रहीं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
